?
Axis	Energy	Elements=	951

C:\Users\AG Wittstock\Documents\Iza\06_27.01.2017\PET_03\Polyanalyse.DATA\C1s Scan.VGD





Binding Energy (E)				C1s Scan A	C1s Scan B	C1s Scan C	C1s Scan D	Backgnd.	Envelope	Residuals	
eV		Counts / s  (Residuals × 2)		Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)
286.580		7610.47		2186.12	6160.43	1503.01	1385.68	1379.07	7098.04	512.429	
286.560		7608.47		2202.70	6281.79	1497.56	1382.90	1376.36	7235.88	372.591	
286.540		7818.27		2219.99	6400.94	1492.14	1380.06	1373.59	7372.36	445.913	
286.520		7852.86		2238.02	6517.51	1486.75	1377.16	1370.77	7507.13	345.728	
286.500		7858.86		2256.84	6631.09	1481.38	1374.22	1367.90	7639.84	219.017	
286.480		7936.32		2276.52	6741.31	1476.03	1371.23	1364.98	7770.16	166.159	
286.460		7836.56		2297.11	6847.78	1470.70	1368.19	1362.01	7897.74	-61.1782	
286.440		8172.41		2318.65	6950.11	1465.38	1365.10	1358.99	8022.26	150.152	
286.420		8400.22		2341.23	7047.93	1460.07	1361.97	1355.93	8143.40	256.821	
286.400		8437.66		2364.91	7140.86	1454.76	1358.79	1352.82	8260.85	176.812	
286.380		8464.81		2389.76	7228.55	1449.46	1355.56	1349.67	8374.33	90.4832	
286.360		8624.59		2415.86	7310.67	1444.16	1352.29	1346.47	8483.58	141.009	
286.340		8825.53		2443.31	7386.90	1438.87	1348.99	1343.23	8588.36	237.166	
286.320		8792.37		2472.20	7456.93	1433.58	1345.65	1339.96	8688.46	103.912	
286.300		8770.65		2502.64	7520.47	1428.29	1342.28	1336.67	8783.69	-13.0395	
286.280		8766.65		2534.73	7577.28	1423.01	1338.89	1333.34	8873.89	-107.239	
286.260		8681.19		2568.59	7627.10	1417.73	1335.46	1329.98	8958.93	-277.742	
286.240		8827.82		2604.35	7669.72	1412.44	1332.00	1326.60	9038.72	-210.901	
286.220		8947.58		2642.13	7704.96	1407.14	1328.52	1323.18	9113.20	-165.623	
286.200		8930.14		2682.08	7732.65	1401.83	1325.00	1319.73	9182.37	-252.223	
286.180		9019.61		2724.35	7752.67	1396.49	1321.45	1316.24	9246.23	-226.621	
286.160		9132.80		2769.11	7764.93	1391.15	1317.87	1312.73	9304.87	-172.071	
286.140		9153.66		2816.56	7769.36	1385.79	1314.26	1309.19	9358.40	-204.734	
286.120		9142.23		2866.87	7765.94	1380.41	1310.63	1305.63	9406.97	-264.742	
286.100		9157.38		2920.27	7754.66	1375.02	1306.97	1302.04	9450.80	-293.425	
286.080		9172.81		2976.98	7735.57	1369.63	1303.31	1298.44	9490.15	-317.336	
286.060		9193.68		3037.23	7708.72	1364.22	1299.63	1294.83	9525.31	-331.629	
286.040		9362.03		3101.27	7674.22	1358.80	1295.93	1291.20	9556.62	-194.591	
286.020		9492.94		3169.38	7632.18	1353.36	1292.22	1287.55	9584.48	-91.5427	
286.000		9510.66		3241.84	7582.77	1347.91	1288.48	1283.89	9609.33	-98.6693	
285.980		9503.52		3318.93	7526.15	1342.43	1284.72	1280.20	9631.65	-128.130	
285.960		9804.78		3400.99	7462.55	1336.93	1280.94	1276.48	9651.96	152.819	
285.940		9690.45		3488.34	7392.19	1331.39	1277.12	1272.73	9670.85	19.5963	
285.920		9694.16		3581.35	7315.35	1325.83	1273.28	1268.96	9688.94	5.22547	
285.900		9857.37		3680.40	7232.29	1320.23	1269.40	1265.15	9706.88	150.493	
285.880		9481.79		3785.86	7143.33	1314.60	1265.49	1261.30	9725.38	-243.583	
285.860		9347.17		3898.17	7048.79	1308.94	1261.55	1257.43	9745.17	-398.004	
285.840		9425.48		4017.74	6949.03	1303.26	1257.57	1253.52	9767.04	-341.557	
285.820		9593.27		4145.04	6844.38	1297.55	1253.57	1249.58	9791.79	-198.522	
285.800		9708.45		4280.52	6735.22	1291.81	1249.53	1245.61	9820.24	-111.788	
285.780		9739.32		4424.66	6621.91	1286.04	1245.45	1241.60	9853.26	-113.937	
285.760		10029.4		4577.95	6504.84	1280.24	1241.33	1237.55	9891.72	137.721	
285.740		10300.7		4740.90	6384.39	1274.40	1237.16	1233.45	9936.51	364.179	
285.720		10320.7		4914.00	6260.95	1268.53	1232.94	1229.29	9988.54	332.155	
285.700		10538.5		5097.79	6134.90	1262.62	1228.66	1225.08	10048.7	489.779	
285.680		10854.6		5292.78	6006.64	1256.66	1224.32	1220.81	10118.0	736.656	
285.660		10862.6		5499.52	5876.54	1250.68	1219.93	1216.48	10197.2	665.418	
285.640		10858.1		5718.53	5745.00	1244.66	1215.48	1212.10	10287.4	570.700	
285.620		10652.3		5950.33	5612.38	1238.62	1210.98	1207.67	10389.3	262.958	
285.600		10900.4		6195.42	5479.03	1232.53	1206.40	1203.16	10503.9	396.451	
285.580		11007.5		6454.28	5345.29	1226.40	1201.74	1198.57	10632.0	375.533	
285.560		11270.2		6727.39	5211.48	1220.20	1196.99	1193.88	10774.4	495.798	
285.540		11700.4		7015.18	5077.93	1213.94	1192.13	1189.09	10931.9	768.481	
285.520		11893.9		7318.06	4944.93	1207.60	1187.17	1184.19	11105.2	788.696	
285.500		12252.6		7636.42	4812.76	1201.19	1182.07	1179.16	11295.0	957.652	
285.480		12876.3		7970.58	4681.70	1194.69	1176.86	1174.01	11501.8	1374.49	
285.460		12869.7		8320.84	4552.00	1188.11	1171.51	1168.73	11726.3	1143.44	
285.440		12721.4		8687.42	4423.90	1181.43	1166.03	1163.31	11968.9	752.523	
285.420		12602.5		9070.49	4297.61	1174.67	1160.41	1157.75	12229.9	372.555	
285.400		12817.4		9470.15	4173.33	1167.82	1154.65	1152.06	12509.8	307.643	
285.380		13332.5		9886.41	4051.24	1160.86	1148.74	1146.21	12808.6	523.865	
285.360		14008.2		10319.2	3931.48	1153.79	1142.67	1140.20	13126.5	881.645	
285.340		14593.6		10768.3	3814.19	1146.59	1136.41	1134.01	13463.5	1130.05	
285.320		15170.9		11233.6	3699.50	1139.27	1129.99	1127.65	13819.4	1351.50	
285.300		15787.5		11714.6	3587.51	1131.82	1123.38	1121.10	14194.0	1593.42	
285.280		16524.9		12211.0	3478.31	1124.23	1116.60	1114.38	14587.0	1937.92	
285.260		16974.5		12722.0	3371.96	1116.51	1109.63	1107.47	14997.7	1976.76	
285.240		17282.3		13247.2	3268.53	1108.65	1102.47	1100.37	15425.7	1856.64	
285.220		17814.3		13785.5	3168.07	1100.66	1095.14	1093.09	15870.1	1944.18	
285.200		18035.8		14336.2	3070.59	1092.54	1087.62	1085.64	16330.0	1705.77	
285.180		18518.0		14898.1	2976.11	1084.26	1079.91	1077.98	16804.4	1713.56	
285.160		19100.2		15470.1	2884.60	1075.83	1072.00	1070.13	17292.1	1808.10	
285.140		19906.2		16050.8	2796.05	1067.22	1063.88	1062.06	17791.8	2114.47	
285.120		20438.5		16638.9	2710.44	1058.44	1055.54	1053.78	18301.9	2136.51	
285.100		20396.7		17232.7	2627.71	1049.47	1046.98	1045.27	18821.0	1575.69	
285.080		20833.5		17830.7	2547.82	1040.31	1038.19	1036.53	19347.4	1486.11	
285.060		21316.2		18431.0	2470.74	1030.97	1029.18	1027.58	19879.1	1437.13	
285.040		21680.7		19031.8	2396.41	1021.45	1019.97	1018.42	20414.3	1266.33	
285.020		22194.6		19631.1	2324.77	1011.76	1010.55	1009.05	20951.0	1243.56	
285.000		22171.7		20227.0	2255.75	1001.90	1000.94	999.492	21487.1	684.640	
284.980		22554.5		20817.2	2189.29	991.875	991.137	989.738	22020.3	534.155	
284.960		23610.0		21399.6	2125.31	981.680	981.138	979.787	22548.4	1061.62	
284.940		23696.3		21972.0	2063.71	971.316	970.947	969.642	23069.1	627.276	
284.920		24272.9		22532.1	2004.41	960.782	960.565	959.306	23579.9	692.909	
284.900		24675.6		23077.6	1947.35	950.087	950.002	948.789	24078.7	596.914	
284.880		25802.6		23606.2	1892.43	939.233	939.264	938.095	24562.9	1239.75	
284.860		26275.1		24115.7	1839.57	928.237	928.366	927.240	25030.2	1244.93	
284.840		26319.7		24603.8	1788.70	917.102	917.316	916.232	25478.2	841.461	
284.820		26756.1		25068.3	1739.72	905.823	906.108	905.065	25904.7	851.417	
284.800		26935.9		25507.0	1692.54	894.396	894.740	893.738	26307.4	628.492	
284.780		27193.7		25917.8	1647.09	882.837	883.230	882.268	26684.2	509.537	
284.760		27402.7		26298.9	1603.29	871.160	871.592	870.668	27033.0	369.698	
284.740		27988.6		26648.4	1561.07	859.367	859.830	858.943	27351.8	636.808	
284.720		28319.3		26964.4	1520.33	847.462	847.948	847.097	27638.9	680.436	
284.700		28449.7		27245.5	1481.02	835.451	835.954	835.138	27892.5	557.135	
284.680		28372.8		27490.2	1443.07	823.347	823.862	823.080	28111.2	261.555	
284.660		28670.9		27697.2	1406.40	811.160	811.680	810.932	28293.6	377.274	
284.640		28557.4		27865.4	1370.97	798.901	799.423	798.707	28438.6	118.853	
284.620		28747.8		27994.0	1336.71	786.594	787.114	786.430	28545.1	202.678	
284.600		28941.3		28082.2	1303.60	774.269	774.784	774.129	28612.5	328.810	
284.580		29501.8		28129.6	1271.58	761.937	762.444	761.819	28640.1	861.675	
284.560		29016.5		28135.9	1240.60	749.599	750.097	749.500	28627.7	388.788	
284.540		28597.2		28100.9	1210.59	737.268	737.754	737.185	28575.0	22.1640	
284.520		28870.4		28024.9	1181.53	724.953	725.426	724.884	28482.1	388.270	
284.500		28633.7		27908.1	1153.36	712.667	713.126	712.609	28349.4	284.342	
284.480		28594.9		27751.1	1126.05	700.422	700.866	700.374	28177.3	417.598	
284.460		28805.8		27554.6	1099.57	688.234	688.663	688.194	27966.5	839.357	
284.440		28434.8		27319.6	1073.88	676.118	676.530	676.085	27717.8	716.957	
284.420		28250.7		27047.2	1048.95	664.082	664.478	664.055	27432.5	818.198	
284.400		27353.5		26738.7	1024.75	652.132	652.512	652.110	27111.8	241.743	
284.380		26762.7		26395.6	1001.26	640.291	640.654	640.272	26757.0	5.69978	
284.360		26565.5		26019.5	978.464	628.573	628.920	628.558	26369.8	195.652	
284.340		26506.9		25612.3	956.333	616.992	617.322	616.979	25952.0	554.907	
284.320		26303.1		25175.7	934.849	605.557	605.872	605.547	25505.3	797.781	
284.300		25814.9		24711.8	913.999	594.285	594.584	594.277	25031.8	783.101	
284.280		25475.3		24222.6	893.761	583.182	583.467	583.176	24533.5	941.835	
284.260		24950.0		23710.4	874.114	572.255	572.525	572.250	24012.6	937.427	
284.240		24601.6		23177.4	855.049	561.516	561.772	561.512	23471.2	1130.39	
284.220		24128.5		22625.8	836.542	550.968	551.210	550.964	22911.6	1216.92	
284.200		23808.1		22057.9	818.585	540.622	540.851	540.619	22336.1	1472.02	
284.180		23353.1		21476.0	801.176	530.496	530.712	530.494	21746.9	1606.11	
284.160		22428.1		20882.5	784.299	520.595	520.799	520.593	21146.4	1281.67	
284.140		21432.9		20279.6	767.941	510.921	511.114	510.920	20536.9	896.005	
284.120		20958.1		19669.6	752.075	501.465	501.646	501.464	19920.4	1037.74	
284.100		20550.2		19054.5	736.685	492.227	492.397	492.226	19299.1	1251.09	
284.080		20245.2		18436.6	721.767	483.216	483.376	483.215	18675.3	1569.97	
284.060		19341.7		17817.8	707.312	474.437	474.588	474.436	18050.8	1290.91	
284.040		18644.0		17200.2	693.308	465.891	466.032	465.890	17427.7	1216.31	
284.020		18143.3		16585.5	679.747	457.580	457.713	457.580	16807.8	1335.44	
284.000		17843.1		15975.6	666.622	449.511	449.635	449.510	16192.9	1650.28	
283.980		17100.3		15372.1	653.919	441.677	441.794	441.677	15584.5	1515.79	
283.960		16351.1		14776.5	641.635	434.088	434.197	434.087	14984.2	1366.91	
283.940		15765.2		14190.3	629.765	426.744	426.847	426.744	14393.4	1371.72	
283.920		15364.7		13614.7	618.300	419.649	419.744	419.649	13813.5	1551.24	
283.900		15048.0		13051.0	607.240	412.807	412.897	412.807	13245.5	1802.55	
283.880		14479.8		12500.0	596.571	406.215	406.298	406.215	12690.4	1789.34	
283.860		13701.2		11962.8	586.275	399.859	399.937	399.859	12149.3	1551.89	
283.840		13427.7		11440.1	576.340	393.735	393.808	393.735	11622.8	1804.83	
283.820		13180.1		10932.7	566.760	387.843	387.911	387.843	11111.7	2068.45	
283.800		12505.0		10441.0	557.532	382.186	382.249	382.186	10616.4	1888.58	
283.780		11934.8		9965.54	548.641	376.755	376.813	376.755	10137.5	1797.29	
283.760		11639.8		9506.61	540.074	371.541	371.595	371.541	9675.20	1964.60	
283.740		10880.9		9064.45	531.821	366.539	366.590	366.539	9229.78	1651.14	
283.720		10270.1		8639.20	523.877	361.750	361.797	361.750	8801.38	1468.73	
283.700		9875.38		8230.91	516.232	357.167	357.211	357.167	8390.02	1485.36	
283.680		9080.49		7839.55	508.872	352.782	352.823	352.782	7995.68	1084.81	
283.660		8454.52		7464.99	501.789	348.590	348.627	348.590	7618.22	836.302	
283.640		8129.82		7107.05	494.974	344.585	344.619	344.585	7257.47	872.349	
283.620		7932.60		6765.50	488.426	340.770	340.802	340.770	6913.19	1019.41	
283.600		7511.29		6440.04	482.135	337.139	337.169	337.139	6585.07	926.224	
283.580		7069.11		6130.31	476.089	333.684	333.711	333.684	6272.74	796.370	
283.560		6712.97		5835.92	470.283	330.402	330.427	330.402	5975.83	737.141	
283.540		6387.41		5556.45	464.711	327.291	327.314	327.291	5693.90	693.517	
283.520		6271.94		5291.43	459.360	324.339	324.361	324.339	5426.47	845.467	
283.500		5919.80		5040.37	454.219	321.541	321.561	321.541	5173.07	746.730	
283.480		5511.06		4802.78	449.289	318.898	318.917	318.898	4933.18	577.877	
283.460		5262.68		4578.13	444.558	316.402	316.419	316.402	4706.30	556.377	
283.440		4984.57		4365.89	440.015	314.045	314.061	314.045	4491.88	492.688	
283.420		4844.22		4165.54	435.656	311.824	311.838	311.824	4289.38	554.840	
283.400		4378.32		3976.52	431.464	309.727	309.739	309.727	4098.27	280.049	
283.380		4206.83		3798.31	427.429	307.743	307.755	307.743	3918.01	288.817	
283.360		3854.68		3630.37	423.543	305.868	305.879	305.868	3748.06	106.629	
283.340		3706.63		3472.19	419.802	304.101	304.111	304.101	3587.90	118.729	
283.320		3627.45		3323.24	416.198	302.435	302.444	302.435	3437.02	190.434	
283.300		3584.86		3183.05	412.722	300.863	300.871	300.863	3294.92	289.946	
283.280		3333.33		3051.12	409.368	299.383	299.391	299.383	3161.11	172.224	
283.260		2942.61		2926.98	406.130	297.989	297.996	297.989	3035.13	-92.5199	
283.240		2677.36		2810.18	403.006	296.681	296.687	296.681	2916.51	-239.158	
283.220		2478.42		2700.30	399.987	295.454	295.459	295.454	2804.84	-326.420	
283.200		2280.91		2596.91	397.066	294.300	294.305	294.300	2699.68	-418.769	
283.180		2168.58		2499.61	394.238	293.218	293.222	293.218	2600.64	-432.058	
283.160		2087.12		2408.04	391.497	292.203	292.207	292.203	2507.34	-420.215	
283.140		2008.52		2321.82	388.840	291.254	291.258	291.254	2419.41	-410.892	
283.120		1929.63		2240.62	386.259	290.364	290.368	290.364	2336.52	-406.886	
283.100		1882.75		2164.11	383.749	289.530	289.533	289.530	2258.33	-375.575	
283.080		1741.55		2091.98	381.300	288.745	288.747	288.745	2184.54	-442.986	
283.060		1610.07		2023.96	378.912	288.008	288.010	288.008	2114.86	-504.790	
283.040		1580.63		1959.76	376.583	287.319	287.321	287.319	2049.03	-468.398	
283.020		1440.86		1899.15	374.310	286.677	286.680	286.677	1986.79	-545.927	
283.000		1419.42		1841.89	372.090	286.080	286.082	286.080	1927.90	-508.477	
282.980		1385.13		1787.75	369.914	285.521	285.523	285.521	1872.14	-487.015	
282.960		1294.23		1736.51	367.779	284.997	284.999	284.997	1819.30	-525.063	
282.940		1204.20		1687.99	365.680	284.504	284.505	284.504	1769.17	-564.976	
282.920		1128.74		1642.01	363.612	284.039	284.040	284.039	1721.59	-592.850	
282.900		1100.44		1598.40	361.576	283.601	283.603	283.601	1676.37	-575.934	
282.880		1096.15		1557.00	359.566	283.189	283.190	283.189	1633.38	-537.223	
282.860		1127.31		1517.66	357.581	282.799	282.799	282.799	1592.45	-465.137	
282.840		992.969		1480.26	355.619	282.431	282.432	282.431	1553.45	-560.480	
282.820		936.946		1444.67	353.680	282.085	282.086	282.085	1516.26	-579.315	
282.800		931.230		1410.76	351.762	281.760	281.760	281.760	1480.77	-549.536	
282.780		859.772		1378.44	349.863	281.452	281.453	281.452	1446.86	-587.083	
282.760		808.323		1347.61	347.983	281.164	281.164	281.164	1414.43	-606.107	
282.740		745.441		1318.17	346.118	280.891	280.891	280.891	1383.39	-637.954	
282.720		743.154		1290.03	344.269	280.633	280.633	280.633	1353.67	-610.511	
282.700		691.705		1263.12	342.436	280.389	280.389	280.389	1325.16	-633.458	
282.680		631.395		1237.35	340.617	280.159	280.160	280.159	1297.81	-666.418	
282.660		708.283		1212.68	338.814	279.942	279.942	279.942	1271.55	-563.264	
282.640		745.155		1189.01	337.023	279.736	279.736	279.736	1246.30	-501.147	
282.620		675.985		1166.31	335.247	279.540	279.540	279.540	1222.02	-546.034	
282.600		644.258		1144.51	333.484	279.355	279.355	279.355	1198.64	-554.386	
282.580		615.675		1123.57	331.737	279.180	279.180	279.180	1176.13	-560.453	
282.560		576.230		1103.43	330.007	279.016	279.016	279.016	1154.42	-578.194	
282.540		545.933		1084.06	328.293	278.861	278.861	278.861	1133.49	-587.556	
282.520		588.807		1065.40	326.595	278.715	278.715	278.715	1113.28	-524.474	
282.500		562.797		1047.43	324.916	278.577	278.578	278.577	1093.76	-530.968	
282.480		575.659		1030.10	323.255	278.447	278.448	278.447	1074.90	-499.244	
282.460		527.354		1013.38	321.612	278.324	278.324	278.324	1056.66	-529.309	
282.440		497.342		997.233	319.988	278.207	278.207	278.207	1039.01	-541.672	
282.420		519.351		981.638	318.385	278.095	278.095	278.095	1021.93	-502.577	
282.400		492.769		966.563	316.802	277.988	277.988	277.988	1005.38	-512.608	
282.380		541.645		951.981	315.242	277.886	277.886	277.886	989.337	-447.692	
282.360		506.774		937.869	313.707	277.790	277.790	277.790	973.786	-467.012	
282.340		406.734		924.203	312.198	277.700	277.700	277.700	958.701	-551.967	
282.320		426.456		910.959	310.715	277.614	277.614	277.614	944.059	-517.603	
282.300		442.177		898.115	309.258	277.532	277.532	277.532	929.841	-487.664	
282.280		388.441		885.652	307.829	277.453	277.454	277.453	916.028	-527.587	
282.260		373.864		873.551	306.430	277.379	277.379	277.379	902.602	-528.738	
282.240		380.152		861.793	305.062	277.308	277.308	277.308	889.547	-509.395	
282.220		400.160		850.359	303.724	277.240	277.240	277.240	876.843	-476.683	
282.200		383.582		839.234	302.419	277.175	277.175	277.175	864.478	-480.896	
282.180		383.296		828.401	301.146	277.113	277.113	277.113	852.434	-469.138	
282.160		397.016		817.842	299.907	277.053	277.053	277.053	840.696	-443.680	
282.140		391.299		807.544	298.701	276.994	276.994	276.994	829.251	-437.951	
282.120		371.863		797.492	297.530	276.938	276.938	276.938	818.084	-446.221	
282.100		403.018		787.674	296.396	276.886	276.886	276.886	807.183	-404.165	
282.080		420.740		778.074	295.299	276.837	276.837	276.837	796.536	-375.797	
282.060		373.292		768.679	294.237	276.789	276.789	276.789	786.127	-412.835	
282.040		326.416		759.475	293.212	276.742	276.742	276.742	775.945	-449.528	
282.020		362.145		750.450	292.224	276.698	276.698	276.698	765.976	-403.831	
282.000		418.167		741.591	291.272	276.654	276.654	276.654	756.209	-338.042	
281.980		377.865		732.886	290.354	276.610	276.610	276.610	746.630	-368.764	
281.960		402.733		724.322	289.472	276.566	276.566	276.566	737.227	-334.495	
281.940		383.868		715.889	288.626	276.523	276.523	276.523	727.992	-344.124	
281.920		398.159		707.578	287.815	276.482	276.482	276.482	718.912	-320.752	
281.900		371.006		699.376	287.040	276.441	276.441	276.441	709.976	-338.970	
281.880		349.854		691.274	286.300	276.401	276.401	276.401	701.173	-351.319	
281.860		310.982		683.262	285.593	276.361	276.361	276.361	692.494	-381.513	
281.840		358.429		675.329	284.920	276.321	276.321	276.321	683.928	-325.499	
281.820		330.990		667.468	284.280	276.283	276.283	276.283	675.466	-344.476	
281.800		315.555		659.670	283.671	276.244	276.244	276.244	667.097	-351.542	
281.780		356.428		651.925	283.093	276.205	276.205	276.205	658.813	-302.384	
281.760		381.010		644.225	282.545	276.165	276.165	276.165	650.604	-269.595	
281.740		386.154		636.565	282.025	276.126	276.126	276.126	642.464	-256.310	
281.720		328.703		628.938	281.535	276.088	276.088	276.088	634.386	-305.683	
281.700		321.271		621.339	281.073	276.050	276.050	276.050	626.362	-305.091	
281.680		335.849		613.762	280.639	276.014	276.014	276.014	618.387	-282.539	
281.660		377.865		606.202	280.231	275.978	275.978	275.978	610.455	-232.589	
281.640		354.713		598.655	279.847	275.943	275.943	275.943	602.558	-247.845	
281.620		349.854		591.117	279.487	275.909	275.909	275.909	594.695	-244.841	
281.600		365.861		583.586	279.151	275.876	275.876	275.876	586.861	-221.001	
281.580		408.449		576.059	278.836	275.843	275.843	275.843	579.052	-170.603	
281.560		394.158		568.534	278.542	275.811	275.811	275.811	571.265	-177.108	
281.540		359.287		561.012	278.267	275.779	275.779	275.779	563.500	-204.214	
281.520		355.857		553.491	278.011	275.747	275.747	275.747	555.755	-199.899	
281.500		350.140		545.973	277.772	275.715	275.715	275.715	548.030	-197.890	
281.480		338.135		538.460	277.549	275.684	275.684	275.684	540.325	-202.190	
281.460		315.269		530.953	277.343	275.653	275.653	275.653	532.643	-217.374	
281.440		361.859		523.456	277.150	275.622	275.622	275.622	524.984	-163.125	
281.420		386.154		515.972	276.970	275.591	275.591	275.591	517.351	-131.196	
281.400		294.118		508.505	276.804	275.561	275.561	275.561	509.748	-215.630	
281.380		281.827		501.061	276.650	275.531	275.531	275.531	502.180	-220.353	
281.360		322.415		493.647	276.507	275.502	275.502	275.502	494.652	-172.237	
281.340		328.131		486.267	276.376	275.474	275.474	275.474	487.169	-159.038	
281.320		299.263		478.929	276.255	275.448	275.448	275.448	479.737	-180.474	
281.300		300.692		471.640	276.145	275.422	275.422	275.422	472.362	-171.671	
281.280		357.857		464.406	276.043	275.398	275.398	275.398	465.051	-107.194	
281.260		349.283		457.236	275.949	275.374	275.374	275.374	457.811	-108.528	
281.240		351.569		450.137	275.863	275.351	275.351	275.351	450.649	-99.0795	
281.220		341.851		443.117	275.783	275.328	275.328	275.328	443.572	-101.721	
281.200		326.702		436.184	275.710	275.306	275.306	275.306	436.588	-109.886	
281.180		327.560		429.347	275.642	275.284	275.284	275.284	429.705	-102.145	
281.160		321.271		422.614	275.580	275.263	275.263	275.263	422.931	-101.659	
281.140		302.978		415.995	275.523	275.244	275.244	275.244	416.274	-113.295	
281.120		289.830		409.494	275.471	275.225	275.225	275.225	409.740	-119.910	
281.100		297.262		403.121	275.422	275.205	275.205	275.205	403.338	-106.076	
281.080		329.846		396.884	275.377	275.187	275.187	275.187	397.074	-67.2279	
281.060		350.998		390.788	275.334	275.168	275.168	275.168	390.955	-39.9574	
281.040		346.996		384.840	275.294	275.148	275.148	275.148	384.986	-37.9906	
281.020		283.828		379.047	275.257	275.129	275.129	275.129	379.175	-95.3473	
281.000		324.701		373.416	275.222	275.110	275.110	275.110	373.527	-48.8261	
280.980		323.272		367.951	275.190	275.093	275.093	275.093	368.048	-44.7761	
280.960		286.686		362.657	275.161	275.076	275.076	275.076	362.742	-76.0560	
280.940		313.268		357.539	275.133	275.060	275.060	275.060	357.612	-44.3438	
280.920		305.265		352.598	275.108	275.044	275.044	275.044	352.661	-47.3964	
280.900		289.544		347.838	275.084	275.029	275.029	275.029	347.893	-58.3483	
280.880		287.258		343.261	275.062	275.014	275.014	275.014	343.308	-56.0505	
280.860		283.542		338.868	275.041	275.000	275.000	275.000	338.909	-55.3668	
280.840		341.565		334.659	275.021	274.986	274.986	274.986	334.694	6.87098	
280.820		319.842		330.634	275.001	274.971	274.971	274.971	330.664	-10.8220	
280.800		305.837		326.793	274.983	274.957	274.957	274.957	326.819	-20.9827	
280.780		304.979		323.137	274.966	274.944	274.944	274.944	323.159	-18.1802	
280.760		295.833		319.662	274.951	274.932	274.932	274.932	319.681	-23.8486	
280.740		295.833		316.364	274.936	274.919	274.919	274.919	316.381	-20.5482	
280.720		323.844		313.242	274.921	274.907	274.907	274.907	313.256	10.5874	
280.700		298.405		310.292	274.906	274.894	274.894	274.894	310.304	-11.8990	
280.680		303.836		307.510	274.890	274.880	274.880	274.880	307.520	-3.68382	
280.660		272.681		304.891	274.875	274.866	274.866	274.866	304.899	-32.2187	
280.640		280.970		302.431	274.860	274.853	274.853	274.853	302.438	-21.4689	
280.620		308.123		300.126	274.846	274.840	274.840	274.840	300.132	7.99143	
280.600		324.701		297.969	274.831	274.826	274.826	274.826	297.974	26.7270	
280.580		295.261		295.956	274.817	274.813	274.813	274.813	295.961	-0.699559	
280.560		251.243		294.082	274.804	274.800	274.800	274.800	294.086	-42.8422	
280.540		311.553		292.340	274.792	274.789	274.789	274.789	292.343	19.2098	
280.520		336.992		290.726	274.781	274.778	274.778	274.778	290.728	46.2638	
280.500		320.128		289.231	274.770	274.768	274.768	274.768	289.233	30.8947	
280.480		333.848		287.850	274.760	274.758	274.758	274.758	287.852	45.9955	
280.460		320.128		286.577	274.749	274.748	274.748	274.748	286.579	33.5492	
280.440		313.554		285.407	274.739	274.738	274.738	274.738	285.408	28.1462	
280.420		296.404		284.332	274.730	274.729	274.729	274.729	284.333	12.0715	
280.400		295.547		283.347	274.720	274.719	274.719	274.719	283.348	12.1991	
280.380		286.972		282.446	274.710	274.709	274.709	274.709	282.447	4.52525	
280.360		273.252		281.623	274.699	274.698	274.698	274.698	281.624	-8.37141	
280.340		286.686		280.874	274.688	274.688	274.688	274.688	280.874	5.81195	
280.320		270.966		280.193	274.678	274.678	274.678	274.678	280.193	-9.22779	
280.300		250.672		279.576	274.669	274.668	274.668	274.668	279.576	-28.9044	
280.280		278.111		279.017	274.658	274.658	274.658	274.658	279.017	-0.905549	
280.260		298.405		278.511	274.648	274.648	274.648	274.648	278.512	19.8935	
280.240		309.267		278.057	274.639	274.639	274.639	274.639	278.057	31.2098	
280.220		290.688		277.647	274.630	274.630	274.630	274.630	277.648	13.0401	
280.200		285.829		277.281	274.622	274.622	274.622	274.622	277.281	8.54771	
280.180		307.552		276.953	274.614	274.614	274.614	274.614	276.953	30.5988	
280.160		290.402		276.660	274.608	274.608	274.608	274.608	276.660	13.7417	
280.140		327.560		276.400	274.602	274.602	274.602	274.602	276.400	51.1599	
280.120		290.688		276.167	274.596	274.596	274.596	274.596	276.167	14.5204	
280.100		304.122		275.961	274.590	274.590	274.590	274.590	275.961	28.1606	
280.080		272.109		275.778	274.584	274.584	274.584	274.584	275.778	-3.66888	
280.060		281.827		275.615	274.578	274.578	274.578	274.578	275.615	6.21172	
280.040		297.833		275.471	274.572	274.572	274.572	274.572	275.471	22.3621	
280.020		294.118		275.343	274.564	274.564	274.564	274.564	275.343	18.7744	
280.000		309.838		275.230	274.558	274.558	274.558	274.558	275.230	34.6080	
279.980		281.827		275.131	274.552	274.552	274.552	274.552	275.131	6.69560	
279.960		287.544		275.045	274.546	274.546	274.546	274.546	275.045	12.4988	
279.940		264.677		274.968	274.540	274.540	274.540	274.540	274.968	-10.2912	
279.920		255.245		274.901	274.535	274.535	274.535	274.535	274.901	-19.6564	
279.900		310.982		274.843	274.530	274.530	274.530	274.530	274.843	36.1383	
279.880		269.251		274.793	274.525	274.525	274.525	274.525	274.793	-5.54245	
279.860		282.113		274.749	274.522	274.522	274.522	274.522	274.749	7.36336	
