?
Axis	Energy	Elements=	1001

C:\Users\AG Wittstock\Documents\Iza\06_27.01.2017\PET_03\Polyanalyse.DATA\O1s Scan.VGD





Binding Energy (E)				O1s Scan A	O1s Scan B	Backgnd.	Envelope	Residuals	
eV		Counts / s  (Residuals × 2)		Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)	Counts / s  (Residuals × 2)
529.560		3186.99		3265.20	3004.97	2755.90	3514.26	-327.273	
529.540		3202.42		3252.70	3001.27	2755.77	3498.21	-295.784	
529.520		3198.42		3240.69	2997.62	2755.64	3482.68	-284.253	
529.500		3057.51		3229.14	2994.01	2755.51	3467.64	-410.130	
529.480		3081.52		3218.03	2990.43	2755.39	3453.07	-371.553	
529.460		3142.11		3207.33	2986.89	2755.27	3438.95	-296.835	
529.440		3215.00		3197.02	2983.38	2755.16	3425.25	-210.246	
529.420		3084.38		3187.08	2979.90	2755.05	3411.94	-327.561	
529.400		3132.11		3177.50	2976.45	2754.94	3399.00	-266.893	
529.380		3045.79		3168.24	2973.02	2754.84	3386.42	-340.635	
529.360		2984.62		3159.31	2969.62	2754.74	3374.18	-389.557	
529.340		3019.78		3150.67	2966.23	2754.65	3362.25	-342.471	
529.320		3058.65		3142.32	2962.86	2754.55	3350.62	-291.969	
529.300		3164.98		3134.23	2959.50	2754.46	3339.28	-174.296	
529.280		3117.25		3126.41	2956.16	2754.37	3328.20	-210.955	
529.260		3034.36		3118.83	2952.84	2754.29	3317.38	-283.027	
529.240		2869.72		3111.49	2949.52	2754.21	3306.81	-437.091	
529.220		2939.75		3104.37	2946.22	2754.13	3296.46	-356.717	
529.200		3046.08		3097.46	2942.92	2754.05	3286.34	-240.260	
529.180		3028.64		3090.76	2939.63	2753.98	3276.41	-247.774	
529.160		2916.31		3084.24	2936.35	2753.90	3266.69	-350.379	
529.140		2991.77		3077.91	2933.07	2753.83	3257.15	-265.379	
529.120		2929.17		3071.75	2929.79	2753.76	3247.78	-318.610	
529.100		2871.43		3065.76	2926.52	2753.70	3238.58	-367.148	
529.080		3094.09		3059.92	2923.25	2753.63	3229.54	-135.446	
529.060		2958.04		3054.24	2919.98	2753.57	3220.65	-262.610	
529.040		2803.41		3048.69	2916.71	2753.50	3211.90	-408.496	
529.020		2862.86		3043.29	2913.45	2753.44	3203.29	-340.433	
529.000		2916.31		3038.01	2910.19	2753.39	3194.81	-278.503	
528.980		2994.63		3032.86	2906.93	2753.34	3186.46	-191.829	
528.960		2885.15		3027.82	2903.68	2753.28	3178.21	-293.057	
528.940		2992.63		3022.88	2900.42	2753.23	3170.08	-177.451	
528.920		3042.07		3018.05	2897.17	2753.18	3162.05	-119.973	
528.900		2982.91		3013.32	2893.93	2753.13	3154.12	-171.208	
528.880		2941.75		3008.68	2890.68	2753.08	3146.28	-204.531	
528.860		2847.71		3004.12	2887.45	2753.04	3138.53	-290.822	
528.840		2847.14		2999.64	2884.22	2752.99	3130.87	-283.731	
528.820		2893.73		2995.23	2881.00	2752.95	3123.29	-229.558	
528.800		2849.14		2990.90	2877.79	2752.90	3115.78	-266.643	
528.780		2838.28		2986.62	2874.59	2752.86	3108.35	-270.072	
528.760		2854.28		2982.41	2871.40	2752.82	3100.99	-246.702	
528.740		2929.46		2978.25	2868.22	2752.78	3093.69	-164.231	
528.720		2819.70		2974.13	2865.06	2752.74	3086.45	-266.755	
528.700		2882.58		2970.06	2861.92	2752.70	3079.28	-196.702	
528.680		2976.05		2966.04	2858.80	2752.66	3072.17	-96.1222	
528.660		2695.94		2962.04	2855.70	2752.63	3065.11	-369.178	
528.640		2862.00		2958.09	2852.62	2752.60	3058.11	-196.110	
528.620		2925.46		2954.15	2849.57	2752.56	3051.16	-125.706	
528.600		2818.27		2950.25	2846.55	2752.53	3044.26	-225.993	
528.580		2910.31		2946.36	2843.55	2752.50	3037.41	-127.105	
528.560		2897.73		2942.49	2840.59	2752.46	3030.61	-132.878	
528.540		2798.26		2938.63	2837.65	2752.43	3023.85	-225.591	
528.520		2826.27		2934.79	2834.76	2752.40	3017.14	-190.870	
528.500		2818.27		2930.96	2831.90	2752.37	3010.48	-192.211	
528.480		2773.68		2927.13	2829.08	2752.34	3003.86	-230.183	
528.460		2834.85		2923.31	2826.30	2752.31	2997.29	-162.444	
528.440		2829.70		2919.49	2823.56	2752.28	2990.77	-161.062	
528.420		2890.30		2915.67	2820.86	2752.24	2984.28	-93.9851	
528.400		2990.91		2911.85	2818.21	2752.21	2977.85	13.0581	
528.380		2870.01		2908.04	2815.61	2752.18	2971.47	-101.463	
528.360		2876.29		2904.22	2813.06	2752.15	2965.13	-88.8391	
528.340		2821.70		2900.41	2810.56	2752.11	2958.85	-137.149	
528.320		2839.99		2896.59	2808.11	2752.08	2952.62	-112.625	
528.300		2803.98		2892.78	2805.71	2752.05	2946.44	-142.464	
528.280		2749.10		2888.97	2803.37	2752.01	2940.32	-191.225	
528.260		2863.15		2885.16	2801.09	2751.98	2934.27	-71.1222	
528.240		2965.19		2881.36	2798.86	2751.95	2928.27	36.9150	
528.220		2978.91		2877.56	2796.69	2751.91	2922.34	56.5670	
528.200		2893.44		2873.78	2794.58	2751.88	2916.47	-23.0317	
528.180		2825.13		2870.00	2792.52	2751.84	2910.68	-85.5518	
528.160		2835.13		2866.24	2790.53	2751.81	2904.96	-69.8271	
528.140		2934.03		2862.50	2788.59	2751.77	2899.32	34.7125	
528.120		2894.59		2858.77	2786.72	2751.74	2893.76	0.827609	
528.100		2866.86		2855.08	2784.91	2751.71	2888.29	-21.4244	
528.080		2871.43		2851.41	2783.16	2751.67	2882.90	-11.4651	
528.060		2864.57		2847.77	2781.47	2751.64	2877.60	-13.0298	
528.040		2780.83		2844.17	2779.85	2751.61	2872.40	-91.5769	
528.020		2925.74		2840.61	2778.28	2751.58	2867.30	58.4415	
528.000		2889.44		2837.08	2776.77	2751.55	2862.30	27.1445	
527.980		2763.68		2833.60	2775.31	2751.52	2857.40	-93.7212	
527.960		2812.55		2830.18	2773.92	2751.49	2852.61	-40.0545	
527.940		2994.05		2826.80	2772.59	2751.46	2847.93	146.125	
527.920		2846.00		2823.49	2771.31	2751.43	2843.37	2.62974	
527.900		2755.39		2820.24	2770.09	2751.41	2838.92	-83.5298	
527.880		2702.51		2817.05	2768.92	2751.38	2834.59	-132.078	
527.860		2880.29		2813.93	2767.81	2751.36	2830.38	49.9137	
527.840		2819.41		2810.89	2766.75	2751.34	2826.30	-6.88491	
527.820		2815.41		2807.91	2765.75	2751.32	2822.34	-6.92824	
527.800		2807.98		2805.02	2764.79	2751.30	2818.51	-10.5258	
527.780		2820.56		2802.20	2763.88	2751.28	2814.80	5.75980	
527.760		2832.56		2799.46	2763.01	2751.26	2811.21	21.3482	
527.740		2822.84		2796.80	2762.19	2751.23	2807.76	15.0857	
527.720		2850.57		2794.23	2761.41	2751.21	2804.43	46.1373	
527.700		2737.09		2791.74	2760.68	2751.19	2801.23	-64.1388	
527.680		2811.12		2789.35	2759.99	2751.17	2798.17	12.9594	
527.660		2769.68		2787.04	2759.34	2751.16	2795.22	-25.5456	
527.640		2697.36		2784.83	2758.73	2751.14	2792.41	-95.0468	
527.620		2738.81		2782.70	2758.15	2751.12	2789.72	-50.9119	
527.600		2779.68		2780.66	2757.60	2751.11	2787.15	-7.46991	
527.580		2930.31		2778.70	2757.09	2751.09	2784.71	145.608	
527.560		2972.90		2776.84	2756.61	2751.07	2782.38	190.524	
527.540		2901.16		2775.06	2756.16	2751.05	2780.17	120.992	
527.520		2884.87		2773.37	2755.74	2751.03	2778.07	106.796	
527.500		2765.11		2771.76	2755.34	2751.01	2776.09	-10.9791	
527.480		2699.37		2770.23	2754.97	2750.99	2774.21	-74.8420	
527.460		2663.35		2768.79	2754.63	2750.97	2772.44	-109.086	
527.440		2852.86		2767.42	2754.31	2750.96	2770.77	82.0853	
527.420		2762.53		2766.13	2754.01	2750.94	2769.20	-6.66791	
527.400		2827.70		2764.92	2753.72	2750.92	2767.73	59.9757	
527.380		2853.43		2763.78	2753.46	2750.90	2766.34	87.0830	
527.360		2820.27		2762.71	2753.22	2750.88	2765.05	55.2220	
527.340		2789.12		2761.70	2752.99	2750.85	2763.84	25.2774	
527.320		2885.73		2760.77	2752.78	2750.83	2762.71	123.017	
527.300		2829.13		2759.89	2752.58	2750.81	2761.66	67.4749	
527.280		2962.90		2759.07	2752.40	2750.79	2760.68	202.219	
527.260		2815.98		2758.32	2752.23	2750.77	2759.77	56.2087	
527.240		2691.08		2757.62	2752.07	2750.75	2758.94	-67.8600	
527.220		2771.11		2756.96	2751.93	2750.74	2758.16	12.9480	
527.200		2813.13		2756.36	2751.80	2750.72	2757.44	55.6829	
527.180		2955.75		2755.80	2751.67	2750.69	2756.78	198.976	
527.160		2787.69		2755.28	2751.55	2750.67	2756.17	31.5211	
527.140		2774.82		2754.81	2751.44	2750.65	2755.60	19.2223	
527.120		2779.68		2754.37	2751.34	2750.63	2755.08	24.5985	
527.100		2809.41		2753.97	2751.25	2750.60	2754.61	54.7987	
527.080		2864.57		2753.60	2751.16	2750.58	2754.18	110.398	
527.060		2831.42		2753.26	2751.08	2750.56	2753.78	77.6398	
527.040		2857.43		2752.95	2751.00	2750.54	2753.42	104.012	
527.020		2817.70		2752.67	2750.93	2750.52	2753.09	64.6119	
527.000		2785.40		2752.42	2750.87	2750.50	2752.79	32.6116	
526.980		2816.27		2752.19	2750.81	2750.48	2752.52	63.7522	
526.960		2815.13		2751.97	2750.76	2750.46	2752.27	62.8560	
526.940		2920.60		2751.78	2750.71	2750.44	2752.05	168.550	
526.920		2757.96		2751.61	2750.66	2750.42	2751.85	6.11518	
526.900		2787.11		2751.46	2750.62	2750.41	2751.66	35.4513	
526.880		2834.56		2751.31	2750.58	2750.39	2751.50	83.0638	
526.860		2826.85		2751.19	2750.54	2750.37	2751.35	75.4962	
526.840		2850.00		2751.07	2750.50	2750.36	2751.21	98.7837	
526.820		2778.83		2750.96	2750.47	2750.34	2751.09	27.7359	
526.800		2753.10		2750.87	2750.43	2750.32	2750.98	2.12241	
526.780		2805.12		2750.78	2750.40	2750.30	2750.88	54.2446	
526.760		2790.54		2750.70	2750.37	2750.28	2750.79	39.7581	
526.740		2766.54		2750.63	2750.34	2750.27	2750.70	15.8304	
526.720		2688.79		2750.56	2750.32	2750.25	2750.63	-61.8410	
526.700		2730.81		2750.50	2750.29	2750.23	2750.56	-19.7559	
526.680		2878.87		2750.45	2750.27	2750.21	2750.50	128.365	
526.660		2846.57		2750.40	2750.24	2750.20	2750.45	96.1205	
526.640		2816.84		2750.36	2750.22	2750.18	2750.40	66.4432	
526.620		2778.83		2750.32	2750.20	2750.17	2750.35	28.4716	
526.600		2889.44		2750.28	2750.19	2750.15	2750.31	139.127	
526.580		2813.13		2750.25	2750.17	2750.14	2750.28	62.8461	
526.560		2896.02		2750.22	2750.15	2750.13	2750.25	145.767	
526.540		2760.53		2750.20	2750.14	2750.12	2750.22	10.3116	
526.520		2799.12		2750.18	2750.13	2750.11	2750.20	48.9227	
526.500		2751.96		2750.16	2750.12	2750.10	2750.18	1.78173	
526.480		2912.02		2750.14	2750.11	2750.09	2750.16	161.864	
526.460		2793.40		2750.13	2750.10	2750.09	2750.14	43.2634	
526.440		2701.37		2750.11	2750.09	2750.08	2750.12	-48.7558	
526.420		2745.67		2750.10	2750.08	2750.07	2750.11	-4.43637	
526.400		2703.08		2750.09	2750.07	2750.06	2750.09	-47.0126	
526.380		2804.55		2750.07	2750.06	2750.05	2750.08	54.4691	
526.360		2780.54		2750.06	2750.05	2750.04	2750.07	30.4725	
526.340		2708.23		2750.05	2750.04	2750.04	2750.06	-41.8291	
526.320		2674.21		2750.04	2750.03	2750.03	2750.04	-75.8304	
526.300		2700.51		2750.03	2750.02	2750.02	2750.03	-49.5232	
526.280		2690.22		2750.02	2750.02	2750.01	2750.02	-59.8057	
526.260		2757.67		2750.02	2750.01	2750.01	2750.02	7.65591	
526.240		2825.70		2750.01	2750.01	2750.01	2750.01	75.6880	
526.220		2778.25		2750.01	2750.00	2750.00	2750.01	28.2446	
526.200		2691.93		2750.01	2750.00	2750.00	2750.01	-58.0732	
526.180		2648.49		2750.00	2750.00	2750.00	2750.00	-101.516	
526.160		2944.89		2750.00	2750.00	2749.99	2750.00	194.894	
526.140		2914.31		2749.99	2749.99	2749.99	2749.99	164.316	
526.120		2836.85		2749.99	2749.99	2749.98	2749.99	86.8620	
526.100		2875.72		2749.98	2749.98	2749.98	2749.98	125.740	
526.080		2736.52		2749.98	2749.98	2749.97	2749.98	-13.4535	
526.060		2628.48		2749.97	2749.97	2749.97	2749.97	-121.492	
526.040		2691.65		2749.97	2749.97	2749.97	2749.97	-58.3195	
526.020		2719.37		2749.96	2749.96	2749.96	2749.96	-30.5889	
526.000		2719.66		2749.95	2749.95	2749.95	2749.95	-30.2957	
525.980		2787.69		2749.95	2749.95	2749.95	2749.95	37.7402	
525.960		2880.87		2749.94	2749.94	2749.94	2749.94	130.928	
525.940		2913.17		2749.93	2749.93	2749.93	2749.93	163.233	
525.920		2735.09		2749.93	2749.93	2749.92	2749.93	-14.8313	
525.900		2707.94		2749.92	2749.92	2749.92	2749.92	-41.9774	
525.880		2830.27		2749.91	2749.91	2749.91	2749.91	80.3627	
525.860		2701.94		2749.91	2749.91	2749.91	2749.91	-47.9704	
525.840		2681.07		2749.90	2749.90	2749.90	2749.91	-68.8326	
525.820		2719.66		2749.90	2749.90	2749.90	2749.90	-30.2426	
525.800		2746.81		2749.90	2749.90	2749.90	2749.90	-3.08572	
525.780		2869.15		2749.89	2749.89	2749.89	2749.89	119.253	
525.760		2862.29		2749.89	2749.89	2749.89	2749.89	112.398	
525.740		2750.53		2749.89	2749.89	2749.89	2749.89	0.643494	
525.720		2701.65		2749.88	2749.88	2749.88	2749.88	-48.2275	
525.700		2676.50		2749.87	2749.87	2749.87	2749.87	-73.3734	
525.680		2731.38		2749.87	2749.87	2749.87	2749.87	-18.4879	
525.660		2778.25		2749.86	2749.86	2749.86	2749.86	28.3923	
525.640		2783.40		2749.86	2749.86	2749.86	2749.86	33.5418	
525.620		2785.11		2749.85	2749.85	2749.85	2749.85	35.2621	
525.600		2864.57		2749.85	2749.85	2749.85	2749.85	114.728	
525.580		2738.24		2749.84	2749.84	2749.84	2749.84	-11.6023	
525.560		2721.66		2749.83	2749.83	2749.83	2749.83	-28.1737	
525.540		2709.94		2749.82	2749.82	2749.82	2749.82	-39.8837	
525.520		2732.81		2749.82	2749.82	2749.82	2749.82	-17.0077	
525.500		2808.55		2749.81	2749.81	2749.81	2749.81	58.7467	
525.480		2892.87		2749.80	2749.80	2749.80	2749.80	143.074	
525.460		2826.85		2749.79	2749.79	2749.79	2749.79	77.0552	
525.440		2744.53		2749.78	2749.78	2749.78	2749.78	-5.25667	
525.420		2759.10		2749.78	2749.78	2749.78	2749.78	9.32748	
525.400		2762.53		2749.77	2749.77	2749.77	2749.77	12.7647	
525.380		2829.99		2749.76	2749.76	2749.76	2749.76	80.2276	
525.360		2779.97		2749.75	2749.75	2749.75	2749.75	30.2149	
525.340		2721.66		2749.75	2749.75	2749.75	2749.75	-28.0872	
525.320		2907.16		2749.74	2749.74	2749.74	2749.74	157.421	
525.300		2803.69		2749.74	2749.74	2749.74	2749.74	53.9564	
525.280		2882.58		2749.73	2749.73	2749.73	2749.73	132.850	
525.260		2732.52		2749.72	2749.72	2749.72	2749.72	-17.2025	
525.240		2658.49		2749.72	2749.72	2749.72	2749.72	-91.2234	
525.220		2671.64		2749.71	2749.71	2749.71	2749.71	-78.0669	
525.200		2684.50		2749.70	2749.70	2749.70	2749.70	-65.1977	
525.180		2759.68		2749.69	2749.69	2749.69	2749.69	9.98134	
525.160		2786.54		2749.69	2749.69	2749.69	2749.69	36.8557	
525.140		2786.54		2749.68	2749.68	2749.68	2749.68	36.8624	
525.120		2746.53		2749.67	2749.67	2749.67	2749.67	-3.14681	
525.100		2760.25		2749.67	2749.67	2749.67	2749.67	10.5788	
525.080		2692.79		2749.66	2749.66	2749.66	2749.66	-56.8711	
525.060		2745.10		2749.66	2749.66	2749.66	2749.66	-4.55793	
525.040		2846.85		2749.65	2749.65	2749.65	2749.65	97.2008	
525.020		2874.01		2749.65	2749.65	2749.65	2749.65	124.357	
525.000		2865.15		2759.85	2759.85	2759.85	2759.85	105.295	
