?
Axis	Energy	Elements=	1001
Axis	Position	Elements=	1
Axis	X	Elements=	1
Axis	Y	Elements=	1

C:\Users\AG Wittstock\Documents\Iza\06_27.01.2017\AgProbe_01\Mono 250µm\Multi Point\Ag3d Scan.VGD


	Position (Pos)\	Pt #002	
	X (X)\µm	22667.7	
	Y (Y)\µm	7958.70	
Binding Energy (E)	
eV		Counts / s
363.620		6.66933	
363.600		8.67013	
363.580		22.0088	
363.560		24.6765	
363.540		12.6717	
363.520		28.0112	
363.500		10.6709	
363.480		12.6717	
363.460		7.33627	
363.440		2.66773	
363.420		4.00160	
363.400		12.0048	
363.380		8.00320	
363.360		0.000000	
363.340		11.3379	
363.320		11.3379	
363.300		4.00160	
363.280		9.33707	
363.260		10.6709	
363.240		26.0104	
363.220		14.0056	
363.200		5.33547	
363.180		14.6725	
363.160		18.0072	
363.140		2.00080	
363.120		5.33547	
363.100		4.00160	
363.080		26.0104	
363.060		21.3419	
363.040		24.6765	
363.020		20.0080	
363.000		14.6725	
362.980		24.6765	
362.960		12.0048	
362.940		4.00160	
362.920		3.33467	
362.900		2.66773	
362.880		18.0072	
362.860		15.3395	
362.840		9.33707	
362.820		7.33627	
362.800		16.6733	
362.780		20.0080	
362.760		28.6781	
362.740		18.0072	
362.720		8.00320	
362.700		17.3403	
362.680		15.3395	
362.660		10.0040	
362.640		30.0120	
362.620		36.0144	
362.600		20.6749	
362.580		9.33707	
362.560		9.33707	
362.540		8.00320	
362.520		5.33547	
362.500		24.6765	
362.480		18.0072	
362.460		8.00320	
362.440		8.00320	
362.420		2.66773	
362.400		12.6717	
362.380		33.3467	
362.360		26.0104	
362.340		8.67013	
362.320		23.3427	
362.300		20.6749	
362.280		17.3403	
362.260		20.6749	
362.240		16.0064	
362.220		15.3395	
362.200		20.0080	
362.180		16.0064	
362.160		8.67013	
362.140		13.3387	
362.120		10.6709	
362.100		8.00320	
362.080		8.67013	
362.060		32.6797	
362.040		26.0104	
362.020		19.3411	
362.000		12.0048	
361.980		18.6741	
361.960		10.6709	
361.940		19.3411	
361.920		16.6733	
361.900		10.6709	
361.880		24.6765	
361.860		24.0096	
361.840		20.6749	
361.820		16.0064	
361.800		12.0048	
361.780		10.0040	
361.760		6.66933	
361.740		6.66933	
361.720		14.6725	
361.700		15.3395	
361.680		14.0056	
361.660		9.33707	
361.640		3.33467	
361.620		7.33627	
361.600		3.33467	
361.580		3.33467	
361.560		17.3403	
361.540		20.6749	
361.520		20.6749	
361.500		16.6733	
361.480		24.0096	
361.460		12.0048	
361.440		12.0048	
361.420		14.6725	
361.400		22.6757	
361.380		12.0048	
361.360		26.6773	
361.340		10.6709	
361.320		16.6733	
361.300		13.3387	
361.280		16.0064	
361.260		22.0088	
361.240		14.6725	
361.220		4.00160	
361.200		3.33467	
361.180		3.33467	
361.160		0.000000	
361.140		10.0040	
361.120		16.6733	
361.100		14.0056	
361.080		14.6725	
361.060		19.3411	
361.040		12.0048	
361.020		6.66933	
361.000		4.00160	
360.980		14.0056	
360.960		15.3395	
360.940		6.66933	
360.920		16.6733	
360.900		16.0064	
360.880		0.666933	
360.860		4.00160	
360.840		2.66773	
360.820		10.6709	
360.800		18.0072	
360.780		4.66853	
360.760		2.66773	
360.740		16.0064	
360.720		19.3411	
360.700		16.0064	
360.680		11.3379	
360.660		8.00320	
360.640		0.000000	
360.620		2.66773	
360.600		18.0072	
360.580		15.3395	
360.560		12.6717	
360.540		7.33627	
360.520		24.0096	
360.500		6.66933	
360.480		12.0048	
360.460		4.00160	
360.440		12.6717	
360.420		10.6709	
360.400		4.66853	
360.380		5.33547	
360.360		9.33707	
360.340		10.0040	
360.320		12.6717	
360.300		12.0048	
360.280		6.66933	
360.260		12.0048	
360.240		14.0056	
360.220		6.66933	
360.200		16.6733	
360.180		22.0088	
360.160		14.0056	
360.140		16.0064	
360.120		5.33547	
360.100		0.000000	
360.080		6.66933	
360.060		9.33707	
360.040		26.0104	
360.020		15.3395	
360.000		12.6717	
