?
Axis	Energy	Elements=	1361

C:\Users\AG Wittstock\Documents\Iza\06_27.01.2017\PET_03\Polyanalyse.DATA\Survey_3.VGD





Binding Energy (E)	
eV		Counts / s
970.000		47907.6	
969.000		44640.6	
968.000		43401.4	
967.000		39962.7	
966.000		39979.5	
965.000		39609.8	
964.000		38068.5	
963.000		37189.2	
962.000		37912.4	
961.000		37959.4	
960.000		37966.7	
959.000		37295.0	
958.000		36299.6	
957.000		36707.4	
956.000		37541.2	
955.000		38595.0	
954.000		37645.4	
953.000		38491.8	
952.000		37984.9	
951.000		37523.3	
950.000		38551.4	
949.000		37083.7	
948.000		38245.2	
947.000		38180.5	
946.000		38236.9	
945.000		36288.0	
944.000		37357.4	
943.000		38531.7	
942.000		36882.5	
941.000		37846.6	
940.000		37216.9	
939.000		39581.1	
938.000		38240.4	
937.000		37976.1	
936.000		37959.6	
935.000		37486.9	
934.000		38962.7	
933.000		39315.9	
932.000		38834.5	
931.000		37766.3	
930.000		38072.3	
929.000		37809.4	
928.000		38444.8	
927.000		39108.8	
926.000		39353.8	
925.000		38815.1	
924.000		36782.7	
923.000		37277.3	
922.000		38467.3	
921.000		40353.6	
920.000		37038.6	
919.000		39384.7	
918.000		39271.9	
917.000		38620.7	
916.000		38432.1	
915.000		39260.4	
914.000		37964.3	
913.000		39376.7	
912.000		38841.2	
911.000		39137.8	
910.000		38750.4	
909.000		39759.2	
908.000		39108.0	
907.000		40334.1	
906.000		39925.5	
905.000		39672.1	
904.000		40994.2	
903.000		39725.9	
902.000		41342.0	
901.000		40914.5	
900.000		39456.0	
899.000		39690.8	
898.000		39504.0	
897.000		40461.6	
896.000		40859.0	
895.000		39829.3	
894.000		40565.5	
893.000		40560.6	
892.000		41919.3	
891.000		40039.2	
890.000		39254.0	
889.000		41883.5	
888.000		42572.3	
887.000		42752.8	
886.000		42000.4	
885.000		42177.5	
884.000		41177.3	
883.000		40074.1	
882.000		41694.8	
881.000		40689.8	
880.000		42003.6	
879.000		40666.5	
878.000		40565.7	
877.000		40647.2	
876.000		40154.4	
875.000		41675.9	
874.000		41616.7	
873.000		40988.8	
872.000		40729.9	
871.000		43114.5	
870.000		40699.8	
869.000		41591.6	
868.000		40954.4	
867.000		42323.7	
866.000		41253.2	
865.000		42325.1	
864.000		43633.9	
863.000		42392.2	
862.000		42591.8	
861.000		43012.2	
860.000		43089.8	
859.000		42361.0	
858.000		44006.8	
857.000		43358.4	
856.000		42001.8	
855.000		42517.9	
854.000		43836.9	
853.000		43623.5	
852.000		42659.0	
851.000		42327.3	
850.000		42345.0	
849.000		41020.3	
848.000		42170.3	
847.000		43241.4	
846.000		42873.3	
845.000		44059.8	
844.000		44191.2	
843.000		44162.0	
842.000		42479.5	
841.000		43183.1	
840.000		44045.8	
839.000		44373.1	
838.000		43268.1	
837.000		42223.5	
836.000		42800.4	
835.000		43117.5	
834.000		43959.0	
833.000		43945.2	
832.000		44559.8	
831.000		43433.9	
830.000		43578.3	
829.000		42630.9	
828.000		44021.1	
827.000		44910.4	
826.000		44488.6	
825.000		42331.9	
824.000		43864.9	
823.000		45695.4	
822.000		44561.0	
821.000		44931.3	
820.000		44674.7	
819.000		43615.5	
818.000		44182.7	
817.000		45072.1	
816.000		42640.4	
815.000		44625.3	
814.000		45090.6	
813.000		45363.7	
812.000		44819.7	
811.000		45128.7	
810.000		44308.0	
809.000		43475.3	
808.000		44074.3	
807.000		45786.7	
806.000		45210.8	
805.000		44681.7	
804.000		44543.2	
803.000		45435.1	
802.000		45878.1	
801.000		45886.5	
800.000		46989.2	
799.000		46909.0	
798.000		45669.9	
797.000		45739.6	
796.000		46577.1	
795.000		46412.9	
794.000		45072.7	
793.000		44694.0	
792.000		45682.5	
791.000		45445.6	
790.000		47713.3	
789.000		46025.5	
788.000		46703.8	
787.000		45656.8	
786.000		44095.8	
785.000		46333.9	
784.000		47151.6	
783.000		47145.4	
782.000		46679.7	
781.000		47655.6	
780.000		45830.3	
779.000		46570.5	
778.000		47096.8	
777.000		46628.7	
776.000		47139.6	
775.000		46495.8	
774.000		47466.5	
773.000		45946.4	
772.000		47360.4	
771.000		45983.1	
770.000		48106.0	
769.000		48504.2	
768.000		47176.7	
767.000		45901.6	
766.000		47462.2	
765.000		47878.5	
764.000		48304.0	
763.000		47809.4	
762.000		47247.0	
761.000		47695.6	
760.000		48325.1	
759.000		47016.3	
758.000		48668.9	
757.000		48312.2	
756.000		48260.6	
755.000		48140.0	
754.000		47488.0	
753.000		47589.8	
752.000		45388.0	
751.000		48349.0	
750.000		48632.7	
749.000		49690.4	
748.000		48275.5	
747.000		50065.9	
746.000		50032.1	
745.000		49767.7	
744.000		48483.9	
743.000		48825.5	
742.000		49390.0	
741.000		49685.1	
740.000		49659.8	
739.000		49232.5	
738.000		48971.1	
737.000		49084.3	
736.000		49423.1	
735.000		49320.3	
734.000		50375.5	
733.000		49583.5	
732.000		50942.0	
731.000		50530.5	
730.000		50487.6	
729.000		49281.1	
728.000		50788.0	
727.000		50150.8	
726.000		49381.7	
725.000		50046.2	
724.000		51013.1	
723.000		50852.8	
722.000		50208.2	
721.000		50005.2	
720.000		50248.2	
719.000		49924.9	
718.000		51522.5	
717.000		49190.2	
716.000		50822.5	
715.000		51151.0	
714.000		50151.4	
713.000		50911.6	
712.000		50033.7	
711.000		50862.7	
710.000		50692.8	
709.000		50927.7	
708.000		52514.7	
707.000		51339.4	
706.000		50783.5	
705.000		50591.2	
704.000		51337.1	
703.000		52168.1	
702.000		52809.6	
701.000		50616.9	
700.000		50320.9	
699.000		50370.5	
698.000		50536.9	
697.000		52373.7	
696.000		52102.2	
695.000		51799.2	
